person,person_qid,personLabel,birthDate,birthYear,occupation_ids,occupation_labels
http://www.wikidata.org/entity/Q107635246,Q107635246,Barend Nieuwenhuizen,1771-01-01T00:00:00Z,1771,Q599151 | Q49757,haut fonctionnaire ou haute fonctionnaire | poète ou poétesse
http://www.wikidata.org/entity/Q107636141,Q107636141,Bartholomeus Rekker,1768-01-01T00:00:00Z,1768,Q36180 | Q49757,écrivain ou écrivaine | poète ou poétesse
http://www.wikidata.org/entity/Q107637049,Q107637049,Bastiaan Moerkerk,1750-01-01T00:00:00Z,1750,Q82955 | Q49757,personnalité politique | poète ou poétesse
http://www.wikidata.org/entity/Q107637452,Q107637452,Bruno Zweerts,1741-06-23T00:00:00Z,1741,Q214917 | Q333634,dramaturge | traducteur ou traductrice
http://www.wikidata.org/entity/Q107642902,Q107642902,Senjō Jitsugan,1722-01-01T00:00:00Z,1722,Q854997 | Q49757 | Q36180,moine bouddhiste | poète ou poétesse | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107645686,Q107645686,Cornelis Boon,1680-04-29T00:00:00Z,1680,Q4848450 | Q49757 | Q214917,bailli | poète ou poétesse | dramaturge
http://www.wikidata.org/entity/Q107646774,Q107646774,Cornelis Jacob van der Lijn,1730-01-01T00:00:00Z,1730,Q3704253 | Q214917,trader | dramaturge
http://www.wikidata.org/entity/Q1076511,Q1076511,Amelia Opie,1769-11-12T00:00:00Z,1769,Q36180 | Q49757 | Q6625963 | Q864380 | Q18510179,écrivain ou écrivaine | poète ou poétesse | romancier ou romancière | biographe | abolitionniste
http://www.wikidata.org/entity/Q107662948,Q107662948,David Hooghuysen,1678-01-01T00:00:00Z,1678,Q49757 | Q214917 | Q2556132,poète ou poétesse | dramaturge | négociant ou négociante en vin
http://www.wikidata.org/entity/Q107677320,Q107677320,Dirk Onderwater,1768-01-01T00:00:00Z,1768,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q10768976,Q10768976,Q10768976,1749-01-01T00:00:00Z,1749,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q107695217,Q107695217,Ludwig Franz von Bilderbeck,1764-01-01T00:00:00Z,1764,Q214917 | Q36180 | Q599151,dramaturge | écrivain ou écrivaine | haut fonctionnaire ou haute fonctionnaire
http://www.wikidata.org/entity/Q107695984,Q107695984,Josse-Joseph Plumyoen,1692-02-02T00:00:00Z,1692,Q201788 | Q36180,historien ou historienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107716454,Q107716454,Jacob Lutkeman,1720-01-01T00:00:00Z,1720,Q333634 | Q6673651 | Q49757 | Q214917,traducteur ou traductrice | homme ou femme de lettres | poète ou poétesse | dramaturge
http://www.wikidata.org/entity/Q10771996,Q10771996,Ho Si Dong,1739-01-01T00:00:00Z,1739,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q107742130,Q107742130,Jacob Zeeus,1686-02-14T00:00:00Z,1686,Q189010 | Q15296811 | Q600751 | Q294126 | Q49757 | Q107711 | Q36180 | Q758225,notaire | dessinateur ou dessinatrice | procureur ou procureure | géomètre | poète ou poétesse | pompier ou pompière | écrivain ou écrivaine | avocat
http://www.wikidata.org/entity/Q107746212,Q107746212,Q107746212,1712-01-01T00:00:00Z,1712,Q36180 | Q37226,écrivain ou écrivaine | enseignant ou enseignante
http://www.wikidata.org/entity/Q107746257,Q107746257,Louis-Jean-Baptiste Simonet de Maisonneuve,1745-10-22T00:00:00Z,1745,Q214917,dramaturge
http://www.wikidata.org/entity/Q107748,Q107748,David Veit,1771-11-08T00:00:00Z,1771,Q39631 | Q36180,médecin | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107752179,Q107752179,Jan Antoon Labare,1695-01-01T00:00:00Z,1695,Q214917,dramaturge
http://www.wikidata.org/entity/Q107785620,Q107785620,Ole Camstrup,1685-01-01T00:00:00Z,1685,Q37226 | Q49757,enseignant ou enseignante | poète ou poétesse
http://www.wikidata.org/entity/Q107834,Q107834,Friedrich Christian Feustking,1678-01-01T00:00:00Z,1678,Q8178443 | Q36180,librettiste | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1078729,Q1078729,Christian Adolph von Seckendorff,1767-10-04T00:00:00Z,1767,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q10787795,Q10787795,Lê Quýnh,1750-01-01T00:00:00Z,1750,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q1078809,Q1078809,Christian August Clodius,1737-01-05T00:00:00Z,1737,Q17167049 | Q36180,spécialiste de la littérature | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1078832,Q1078832,Christian August Semler,1767-07-13T00:00:00Z,1767,Q182436 | Q36180,bibliothécaire | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1078852,Q1078852,Christian Aulenbach,1769-12-22T00:00:00Z,1769,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q1078939,Q1078939,Christian Benedict Michaelis,1680-01-26T00:00:00Z,1680,Q1622272 | Q36180 | Q1731155 | Q98833883 | Q182436,professeur d'université | écrivain ou écrivaine | orientaliste | théologien protestant | bibliothécaire
http://www.wikidata.org/entity/Q1079060,Q1079060,Christian Braunmann Tullin,1728-09-06T00:00:00Z,1728,Q49757 | Q36180 | Q43845 | Q117280906,poète ou poétesse | écrivain ou écrivaine | personnalité du monde des affaires | rådmand
http://www.wikidata.org/entity/Q1079235,Q1079235,Christian Daniel Erhard,1759-02-06T00:00:00Z,1759,Q36180 | Q185351,écrivain ou écrivaine | juriste
http://www.wikidata.org/entity/Q107930,Q107930,Karl Ferdinand Schmid,1750-02-26T00:00:00Z,1750,Q185351 | Q36180 | Q1622272,juriste | écrivain ou écrivaine | professeur d'université
http://www.wikidata.org/entity/Q1079353,Q1079353,Nólsoyar Páll,1766-10-11T00:00:00Z,1766,Q49757 | Q131512,poète ou poétesse | agriculteur ou agricultrice
http://www.wikidata.org/entity/Q1079393,Q1079393,Christian Ehrenfried Charisius von Olthoff,1691-03-17T00:00:00Z,1691,Q36180 | Q193391,écrivain ou écrivaine | diplomate
http://www.wikidata.org/entity/Q1079437,Q1079437,Christian Ernst Endter,1693-08-16T00:00:00Z,1693,Q15980158 | Q36180,auteur ou autrice de non-fiction | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079444,Q1079444,Christian Ernst Simonetti,1700-10-30T00:00:00Z,1700,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107947726,Q107947726,Jan Gerard Doornik,1765-01-01T00:00:00Z,1765,Q333634 | Q49757,traducteur ou traductrice | poète ou poétesse
http://www.wikidata.org/entity/Q107957021,Q107957021,Karol Malinowski,1741-01-19T00:00:00Z,1741,Q37226 | Q49757 | Q1930187,enseignant ou enseignante | poète ou poétesse | journaliste
http://www.wikidata.org/entity/Q1079589,Q1079589,Christian Friedrich Francke,1767-08-18T00:00:00Z,1767,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079639,Q1079639,Christian Friedrich Michaelis,1770-09-03T00:00:00Z,1770,Q4964182 | Q14915627 | Q36180 | Q16031530 | Q1231865,philosophe | musicologue | écrivain ou écrivaine | théoricien ou théoricienne de la musique | pédagogue
http://www.wikidata.org/entity/Q1079642,Q1079642,Christian Friedrich Nürnberger,1744-01-01T00:00:00Z,1744,Q2374149 | Q1622272 | Q36180,botaniste | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079647,Q1079647,Christian Friedrich Pezold,1743-07-29T00:00:00Z,1743,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107966,Q107966,Simon Rottmanner,1740-02-02T00:00:00Z,1740,Q185351 | Q36180 | Q131512,juriste | écrivain ou écrivaine | agriculteur ou agricultrice
http://www.wikidata.org/entity/Q1079667,Q1079667,Christian Friedrich Schmidt,1741-11-20T00:00:00Z,1741,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079670,Q1079670,Christian Friedrich Schröder,1750-11-10T00:00:00Z,1750,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079701,Q1079701,Christian Friedrich Weichmann,1698-08-24T00:00:00Z,1698,Q6051619 | Q1209498 | Q36180,publiciste | juriste-poète | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107970297,Q107970297,Jan Jacob Vereul,1770-01-01T00:00:00Z,1770,Q40348 | Q49757,avocat ou avocate | poète ou poétesse
http://www.wikidata.org/entity/Q1079711,Q1079711,Christian Friedrich von Blankenburg,1744-01-24T00:00:00Z,1744,Q17167049 | Q36180,spécialiste de la littérature | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107981,Q107981,Elise Reimarus,1735-01-22T00:00:00Z,1735,Q14467526 | Q3068305 | Q333634 | Q36180,linguiste | salonnier ou salonnière | traducteur ou traductrice | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079878,Q1079878,Christian Gottfried Boeckh,1732-04-08T00:00:00Z,1732,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10798971,Q10798971,Bá Lân Nguyễn,1700-01-01T00:00:00Z,1700,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q1079918,Q1079918,Christian Gotthelf Fix,1761-06-05T00:00:00Z,1761,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079924,Q1079924,Christian Gottlieb Bergmann,1734-03-30T00:00:00Z,1734,Q82955 | Q36180,personnalité politique | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079929,Q1079929,Christian Gottlob Bröder,1745-02-02T00:00:00Z,1745,Q36180 | Q96236305 | Q37226,écrivain ou écrivaine | pasteur luthérien | enseignant ou enseignante
http://www.wikidata.org/entity/Q1079936,Q1079936,Christian Gottlieb Daniel Müller,1753-12-09T00:00:00Z,1753,Q15980158 | Q45199 | Q36180 | Q333634,auteur ou autrice de non-fiction | marin | écrivain ou écrivaine | traducteur ou traductrice
http://www.wikidata.org/entity/Q1079939,Q1079939,Christian Gottlieb Gilling,1735-12-10T00:00:00Z,1735,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079945,Q1079945,Christian Gottlieb Clug,1742-08-06T00:00:00Z,1742,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1079951,Q1079951,Christian Gottlieb Clug,1699-01-11T00:00:00Z,1699,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10799516,Q10799516,Q10799516,1763-01-01T00:00:00Z,1763,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q1079954,Q1079954,Christian Gottlieb Kühnöl,1768-01-02T00:00:00Z,1768,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q107995725,Q107995725,Giovan Battista Agretti,1775-12-02T00:00:00Z,1775,Q40348 | Q49757,avocat ou avocate | poète ou poétesse
http://www.wikidata.org/entity/Q1079959,Q1079959,Christian Gottlieb Lieberkühn,1730-01-01T00:00:00Z,1730,Q333634 | Q1234713 | Q36180,traducteur ou traductrice | théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10799670,Q10799670,Nguyễn Thị Ngọc Diễm,1721-01-01T00:00:00Z,1721,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q1079970,Q1079970,Christian Gottlieb Seydlitz,1730-10-19T00:00:00Z,1730,Q169470 | Q36180,physicien ou physicienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10799818,Q10799818,Q10799818,1692-01-01T00:00:00Z,1692,Q37226 | Q49757 | Q82955,enseignant ou enseignante | poète ou poétesse | personnalité politique
http://www.wikidata.org/entity/Q1079985,Q1079985,Christian Gottlob Gerber,1686-10-14T00:00:00Z,1686,Q201788 | Q1234713 | Q36180,historien ou historienne | théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080004,Q1080004,Christian Gottlob Thube,1742-03-29T00:00:00Z,1742,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080006,Q1080006,Christian Gottlob von Voigt,1743-12-23T00:00:00Z,1743,Q82955 | Q36180,personnalité politique | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10800089,Q10800089,Nguyễn Án,1770-01-01T00:00:00Z,1770,Q36180 | Q599151,écrivain ou écrivaine | haut fonctionnaire ou haute fonctionnaire
http://www.wikidata.org/entity/Q10800158,Q10800158,Đề Nguyễn,1761-01-01T00:00:00Z,1761,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q10800385,Q10800385,Q10800385,1753-01-01T00:00:00Z,1753,Q36180 | Q49757,écrivain ou écrivaine | poète ou poétesse
http://www.wikidata.org/entity/Q10800386,Q10800386,Q10800386,1772-01-01T00:00:00Z,1772,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q10800389,Q10800389,Q10800389,1768-01-01T00:00:00Z,1768,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q10800392,Q10800392,Q10800392,1766-01-01T00:00:00Z,1766,Q599151 | Q36180,haut fonctionnaire ou haute fonctionnaire | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10800394,Q10800394,Q10800394,1732-01-01T00:00:00Z,1732,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q10800396,Q10800396,Q10800396,1709-01-01T00:00:00Z,1709,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q108006766,Q108006766,Antonio Bortoli,1700-01-01T00:00:00Z,1700,Q2516866 | Q36180,éditeur ou éditrice | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10801392,Q10801392,Ninh Tốn,1744-01-01T00:00:00Z,1744,Q201788 | Q49757,historien ou historienne | poète ou poétesse
http://www.wikidata.org/entity/Q1080160,Q1080160,Christian Hauschild,1693-10-09T00:00:00Z,1693,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080193,Q1080193,Christian Heinrich Eckhard,1716-06-01T00:00:00Z,1716,Q185351 | Q36180 | Q1622272,juriste | écrivain ou écrivaine | professeur d'université
http://www.wikidata.org/entity/Q1080205,Q1080205,Christian Heinrich Groskurd,1747-06-02T00:00:00Z,1747,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080232,Q1080232,Christian Heinrich Wolke,1741-08-21T00:00:00Z,1741,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108024256,Q108024256,Jan Korsak,1704-01-01T00:00:00Z,1704,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108028,Q108028,Theodor von Hallberg-Broich,1768-09-08T00:00:00Z,1768,Q36180 | Q12144794 | Q12356615,écrivain ou écrivaine | prosateur ou prosatrice | voyageur ou voyageuse
http://www.wikidata.org/entity/Q1080292,Q1080292,Francesco Bertazzoli,1754-05-01T00:00:00Z,1754,Q49757 | Q36180 | Q250867 | Q50362553 | Q102039658,poète ou poétesse | écrivain ou écrivaine | prêtre catholique | archevêque titulaire | évêque catholique romain
http://www.wikidata.org/entity/Q1080307,Q1080307,Christian Hieronymus Moll,1750-10-21T00:00:00Z,1750,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108040405,Q108040405,Ottiwell Heginbotham,1744-01-01T00:00:00Z,1744,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108040668,Q108040668,Christian Ludwig Edeling,1678-01-01T00:00:00Z,1678,Q13424456,psalmiste
http://www.wikidata.org/entity/Q1080444,Q1080444,Christian Jakob Wagenseil,1756-11-23T00:00:00Z,1756,Q6051619 | Q36180,publiciste | écrivain ou écrivaine
http://www.wikidata.org/entity/Q108046287,Q108046287,Charles Desmarquets,1698-01-01T00:00:00Z,1698,Q16009129 | Q11774202,magistrat ou magistrate | essayiste
http://www.wikidata.org/entity/Q108046546,Q108046546,Jan Pook,1675-01-01T00:00:00Z,1675,Q214917 | Q173950 | Q1028181,dramaturge | marchand ou marchande d'art | artiste peintre
http://www.wikidata.org/entity/Q10805025,Q10805025,Phan-huy-Ôn,1754-01-01T00:00:00Z,1754,Q36180 | Q201788,écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q108051993,Q108051993,Jan Roman,1675-01-01T00:00:00Z,1675,Q2516866 | Q998550 | Q214917 | Q1413170,éditeur ou éditrice | libraire | dramaturge | relieur ou relieuse
http://www.wikidata.org/entity/Q108063293,Q108063293,Ignazio Maria Como,1675-01-01T00:00:00Z,1675,Q36180 | Q201788,écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q1080633,Q1080633,Christian Knauthe,1706-12-19T00:00:00Z,1706,Q201788 | Q36180,historien ou historienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10806989,Q10806989,Phạm Quý Thích,1760-01-01T00:00:00Z,1760,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q10807099,Q10807099,Phạm Đình Hổ,1768-01-01T00:00:00Z,1768,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q108072274,Q108072274,Gerrit van Dulken,1685-01-01T00:00:00Z,1685,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q108082956,Q108082956,Johan Steengracht,1692-09-27T00:00:00Z,1692,Q599151 | Q49757,haut fonctionnaire ou haute fonctionnaire | poète ou poétesse
http://www.wikidata.org/entity/Q108086651,Q108086651,Lucas Pater,1707-12-01T00:00:00Z,1707,Q214917 | Q49757 | Q215536 | Q333634,dramaturge | poète ou poétesse | marchand ou marchande | traducteur ou traductrice
http://www.wikidata.org/entity/Q1080886,Q1080886,Christian Ludwig Brau,1746-10-10T00:00:00Z,1746,Q13424456,psalmiste
http://www.wikidata.org/entity/Q1080891,Q1080891,Christian Ludwig Charisius,1692-02-21T00:00:00Z,1692,Q1622272 | Q36180,professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080908,Q1080908,Christian Ludwig Liscow,1701-04-29T00:00:00Z,1701,Q1209498 | Q36180 | Q9334029,juriste-poète | écrivain ou écrivaine | satiriste
http://www.wikidata.org/entity/Q1080913,Q1080913,Christian Ludwig Neuffer,1769-01-26T00:00:00Z,1769,Q49757 | Q1234713 | Q36180,poète ou poétesse | théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080920,Q1080920,Christian Ludwig Schübler,1754-03-21T00:00:00Z,1754,Q82955 | Q36180,personnalité politique | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1080928,Q1080928,Christian Ludwig Seebaß,1754-05-23T00:00:00Z,1754,Q1622272 | Q13418253 | Q2504617 | Q4964182 | Q36180 | Q333634,professeur d'université | philologue | romaniste | philosophe | écrivain ou écrivaine | traducteur ou traductrice
http://www.wikidata.org/entity/Q1080937,Q1080937,Christian Ludwig Taddel,1706-04-11T00:00:00Z,1706,Q185351 | Q1209498 | Q13424456,juriste | juriste-poète | psalmiste
http://www.wikidata.org/entity/Q1080941,Q1080941,Christian Ludwig von Hagedorn,1712-02-14T00:00:00Z,1712,Q1028181 | Q36180 | Q1792450 | Q11569986,artiste peintre | écrivain ou écrivaine | historien ou historienne de l'art | graveur ou graveuse d'estampes
http://www.wikidata.org/entity/Q108116255,Q108116255,Scipion Henri Vernède,1768-01-01T00:00:00Z,1768,Q80687 | Q49757,secrétaire | poète ou poétesse
http://www.wikidata.org/entity/Q108121212,Q108121212,Q108121212,1699-01-01T00:00:00Z,1699,Q36180 | Q219477,écrivain ou écrivaine | missionnaire
http://www.wikidata.org/entity/Q1081236,Q1081236,Christian Nicolaus Naumann,1720-12-06T00:00:00Z,1720,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108124453,Q108124453,Willem den Elger,1679-01-01T00:00:00Z,1679,Q6673651 | Q36180 | Q49757 | Q333634 | Q185351 | Q214917,homme ou femme de lettres | écrivain ou écrivaine | poète ou poétesse | traducteur ou traductrice | juriste | dramaturge
http://www.wikidata.org/entity/Q108126462,Q108126462,Henrik van Elvervelt,1700-01-01T00:00:00Z,1700,Q333634 | Q36180 | Q774306 | Q214917,traducteur ou traductrice | écrivain ou écrivaine | chirurgien ou chirurgienne | dramaturge
http://www.wikidata.org/entity/Q1081354,Q1081354,Christian Pescheck,1676-07-30T00:00:00Z,1676,Q170790 | Q11063 | Q333634 | Q36180 | Q432386 | Q1234713 | Q1231865 | Q1585575,mathématicien ou mathématicienne | astronome | traducteur ou traductrice | écrivain ou écrivaine | prédicateur | théologien ou théologienne | pédagogue | master of calculations
http://www.wikidata.org/entity/Q1081422,Q1081422,Christian Brandanus Hermann Pistorius,1765-01-01T00:00:00Z,1765,Q333634 | Q36180,traducteur ou traductrice | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1081483,Q1081483,Christian Quix,1773-10-03T00:00:00Z,1773,Q182436 | Q635734 | Q36180 | Q201788,bibliothécaire | archiviste | écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q1081554,Q1081554,Christian Renatus Braun,1714-06-12T00:00:00Z,1714,Q1622272 | Q36180,professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1081674,Q1081674,Christian Samuel Ulber,1714-08-26T00:00:00Z,1714,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q108181,Q108181,Friedrich Christoph von Saldern,1719-01-02T00:00:00Z,1719,Q36180 | Q189290 | Q132050,écrivain ou écrivaine | officier | gouverneur
http://www.wikidata.org/entity/Q1081817,Q1081817,Christian Schumann,1681-02-15T00:00:00Z,1681,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108196891,Q108196891,Q108196891,1745-01-01T00:00:00Z,1745,Q733786 | Q432386 | Q36180,moine ou moniale | prédicateur | écrivain ou écrivaine
http://www.wikidata.org/entity/Q108200743,Q108200743,Josep Vivó Parpal,1725-01-01T00:00:00Z,1725,Q23957323,Glosser
http://www.wikidata.org/entity/Q1082308,Q1082308,Christian Wilhelm Alers,1737-12-06T00:00:00Z,1737,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q1082319,Q1082319,Christian Wilhelm Haken,1723-07-12T00:00:00Z,1723,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q1082340,Q1082340,Christian Wilhelm Thalemann,1727-01-01T00:00:00Z,1727,Q1234713 | Q1622272 | Q36180,théologien ou théologienne | professeur d'université | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1082584,Q1082584,Christiana Büsching,1728-12-11T00:00:00Z,1728,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108259160,Q108259160,Luigi Rossi,1769-03-23T00:00:00Z,1769,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q1082716,Q1082716,Christiane Karoline Schlegel,1739-12-07T00:00:00Z,1739,Q333634 | Q36180,traducteur ou traductrice | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1082832,Q1082832,Christiane Sophie Ludwig,1764-01-01T00:00:00Z,1764,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q10829288,Q10829288,Trần Danh Án,1755-01-01T00:00:00Z,1755,Q36180 | Q572700,écrivain ou écrivaine | bureaucrate
http://www.wikidata.org/entity/Q108295009,Q108295009,Louis Dubroca,1757-01-01T00:00:00Z,1757,Q2516866 | Q36180,éditeur ou éditrice | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1083011,Q1083011,Christiaan Carolus Henricus van der Aa,1718-08-25T00:00:00Z,1718,Q96236305 | Q432386 | Q1234713 | Q36180,pasteur luthérien | prédicateur | théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q108304747,Q108304747,Abraham Moubach,1702-01-01T00:00:00Z,1702,Q36180 | Q333634,écrivain ou écrivaine | traducteur ou traductrice
http://www.wikidata.org/entity/Q108309935,Q108309935,François Villeroi,1771-07-13T00:00:00Z,1771,Q1229025 | Q49757,typographe | poète ou poétesse
http://www.wikidata.org/entity/Q108314742,Q108314742,Jan Baptist Hous,1756-01-01T00:00:00Z,1756,Q10624795 | Q2180295 | Q18939491,perruquier | facteur ou factrice | diariste
http://www.wikidata.org/entity/Q108327017,Q108327017,Jan Petruska,1762-05-11T00:00:00Z,1762,Q37226 | Q36180 | Q214917 | Q1800680 | Q437512,enseignant ou enseignante | écrivain ou écrivaine | dramaturge | acteur amateur | tisserand ou tisserande
http://www.wikidata.org/entity/Q108331429,Q108331429,Anne Jeltema,1727-01-01T00:00:00Z,1727,Q175151 | Q49757,imprimeur ou imprimeuse | poète ou poétesse
http://www.wikidata.org/entity/Q10833825,Q10833825,Q10833825,1702-01-01T00:00:00Z,1702,Q599151 | Q36180,haut fonctionnaire ou haute fonctionnaire | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10833845,Q10833845,Vũ Miên,1718-01-01T00:00:00Z,1718,Q36180 | Q201788,écrivain ou écrivaine | historien ou historienne
http://www.wikidata.org/entity/Q10833870,Q10833870,Q10833870,1698-01-01T00:00:00Z,1698,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q1083404,Q1083404,Valentin Vodnik,1758-02-03T00:00:00Z,1758,Q49757 | Q1930187 | Q36180 | Q4263842 | Q14467526 | Q250867 | Q333634 | Q37226 | Q1607826,poète ou poétesse | journaliste | écrivain ou écrivaine | critique littéraire | linguiste | prêtre catholique | traducteur ou traductrice | enseignant ou enseignante | éditeur ou éditrice
http://www.wikidata.org/entity/Q108375740,Q108375740,Juan de Arriola,1698-10-22T00:00:00Z,1698,Q49757 | Q36180,poète ou poétesse | écrivain ou écrivaine
http://www.wikidata.org/entity/Q10839669,Q10839669,Q10839669,1750-01-01T00:00:00Z,1750,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q108409122,Q108409122,Cornelis van der Pot,1736-04-12T00:00:00Z,1736,Q215536 | Q49757,marchand ou marchande | poète ou poétesse
http://www.wikidata.org/entity/Q108409421,Q108409421,Cornelis van Engelen,1726-08-28T00:00:00Z,1726,Q152002 | Q36180,pasteur | écrivain ou écrivaine
http://www.wikidata.org/entity/Q108425904,Q108425904,Isaac Cohen Belinfante,1718-01-01T00:00:00Z,1718,Q49757,poète ou poétesse
http://www.wikidata.org/entity/Q108439449,Q108439449,Sidoine Séguier de Saint-Brisson,1738-11-04T00:00:00Z,1738,Q36180,écrivain ou écrivaine
http://www.wikidata.org/entity/Q108440449,Q108440449,Harmanus Asschenberg,1726-04-22T00:00:00Z,1726,Q214917 | Q49757 | Q333634,dramaturge | poète ou poétesse | traducteur ou traductrice
http://www.wikidata.org/entity/Q108442440,Q108442440,Marc François Guillois,1774-01-01T00:00:00Z,1774,Q18810149 | Q36180 | Q1930187,sténographe | écrivain ou écrivaine | journaliste
http://www.wikidata.org/entity/Q1084558,Q1084558,Christoph Bauer,1718-02-02T00:00:00Z,1718,Q1234713 | Q36180,théologien ou théologienne | écrivain ou écrivaine
http://www.wikidata.org/entity/Q1084581,Q1084581,Christoph Bernhard Verspoell,1743-05-15T00:00:00Z,1743,Q250867 | Q6051619 | Q13424456,prêtre catholique | publiciste | psalmiste
http://www.wikidata.org/entity/Q1084696,Q1084696,Christoph Christian Sturm,1740-01-25T00:00:00Z,1740,Q36180 | Q1234713 | Q1423891 | Q432386 | Q49757 | Q37226,écrivain ou écrivaine | théologien ou théologienne | ministre du culte | prédicateur | poète ou poétesse | enseignant ou enseignante
