context_family,wikidata_id,person_id,name,place_role,place_id,place_label,matched_token_ids,matched_token_labels,direct_country_ids,direct_country_labels,admin_country_ids,admin_country_labels,context_country_ids,context_country_labels,admin_entity_ids,admin_entity_labels
China/Qing context,http://www.wikidata.org/entity/Q45487730,Q45487730,Lin Yingpei,birth_place,Q17031936,Putian Xian,Q148 | Q8733 | Q9903,People's Republic of China | Qing dynasty | Ming dynasty,Q148 | Q9903 | Q7462 | Q8733 | Q7313 | Q9683,République populaire de Chine | dynastie Ming | dynastie Song | dynastie Qing | dynastie Yuan en Chine | dynastie Tang,Q1147043 | Q148 | Q319460 | Q7313 | Q7462 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Song | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q1147043 | Q148 | Q319460 | Q7313 | Q7462 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Song | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q10894095 | Q10894099 | Q113651258 | Q10379790 | Q28411080 | Q15910028 | Q11134689 | Q10447420 | Q5966179 | Q41705 | Q22502 | Q63698 | Q7313 | Q319460 | Q1147043,Xinghua Fu | Xinghua Lu | Xinghua Jun | Quan Zhou | Fujian | Jiangzhe Province | circuit du Fujian | Jiangnan Circuit | île de Taïwan | dynastie Yuan en Chine | dynastie Song du Nord | Song méridionaux
China/Qing context,http://www.wikidata.org/entity/Q6852996,Q6852996,Liu Yiming,birth_place,Q1334358,xian de Wenxi,Q148 | Q814959 | Q8733 | Q9903,People's Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q148 | Q814959 | Q865 | Q8733 | Q9903,République populaire de Chine | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q148 | Q814959 | Q865 | Q8733 | Q9903,République populaire de Chine | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q73073 | Q10318519 | Q63949147 | Q9574531 | Q15905472 | Q46913 | Q28412010 | Q15904338 | Q148 | Q8733 | Q9903,Yuncheng | Jinnan Special District | Q63949147 | Shanxi | Pingyang Fu | République populaire de Chine | dynastie Qing | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q6852996,Q6852996,Liu Yiming,death_place,Q40956,Anhui,Q148,People's Republic of China,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q978309,Q978309,Lobsang Palden Yeshe,birth_place,Q17252,Tibet,Q148,People's Republic of China,Q148 | Q2444884,République populaire de Chine | Tibet,Q148 | Q2444884 | Q865,République populaire de Chine | Tibet | Taïwan,Q148 | Q2444884 | Q865,République populaire de Chine | Tibet | Taïwan,Q17269 | Q2444884 | Q148,région autonome du Tibet | Tibet | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q978309,Q978309,Lobsang Palden Yeshe,death_place,Q956,Pékin,Q13426199 | Q148 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Provisional Government of the Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148 | Q13426199 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,République populaire de Chine | république de Chine | Gouvernement national réorganisé de la République de Chine | gouvernement provisoire de la république de Chine | gouvernement de Beiyang | dynastie Qing | dynastie Ming,Q148,République populaire de Chine,Q13426199 | Q148 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,république de Chine | République populaire de Chine | Gouvernement national réorganisé de la République de Chine | gouvernement provisoire de la république de Chine | gouvernement de Beiyang | dynastie Qing | dynastie Ming,Q148 | Q7313 | Q8733 | Q9903,République populaire de Chine | dynastie Yuan en Chine | dynastie Qing | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q19742143,Q19742143,Lobzang Tenpai Gyeltsen,birth_place,Q17252,Tibet,Q148,People's Republic of China,Q148 | Q2444884,République populaire de Chine | Tibet,Q148 | Q2444884 | Q865,République populaire de Chine | Tibet | Taïwan,Q148 | Q2444884 | Q865,République populaire de Chine | Tibet | Taïwan,Q17269 | Q2444884 | Q148,région autonome du Tibet | Tibet | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q19742143,Q19742143,Lobzang Tenpai Gyeltsen,birth_place,Q17269,région autonome du Tibet,Q148,People's Republic of China,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q106794262,Q106794262,Lozang Jamyang Gyatso,birth_place,Q427621,Amdo,Q148,People's Republic of China,Q148,République populaire de Chine,,,Q148,République populaire de Chine,,
China/Qing context,http://www.wikidata.org/entity/Q45702002,Q45702002,Luo Qilan,birth_place,Q1334109,Jurong,Q13426199 | Q148 | Q696242 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Beiyang Government | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q1147043 | Q13426199 | Q148 | Q188712 | Q319460 | Q7462 | Q814959 | Q865 | Q8733 | Q9903,Song méridionaux | république de Chine | République populaire de Chine | empire du Japon | dynastie Song du Nord | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q1147043 | Q13426199 | Q148 | Q188712 | Q319460 | Q7462 | Q814959 | Q865 | Q8733 | Q9903,Song méridionaux | république de Chine | République populaire de Chine | empire du Japon | dynastie Song du Nord | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q57958 | Q10564392 | Q10279965 | Q9573865 | Q696242 | Q708865 | Q10378335 | Q15912502 | Q16963 | Q17007209 | Q865 | Q814959 | Q28411809 | Q11133842 | Q11133766 | Q10908774 | Q148 | Q8733 | Q319460 | Q1147043 | Q9903,"Zhenjiang | Q10564392 | Q10279965 | province du Jiangsu, République de Chine | Gouvernement national réorganisé de la République de Chine | Gouvernement réformé de la république de Chine | Jiangning Fu | Yingtian Fu | Jiangsu | Southern Jiangsu Administrative Office District | Taïwan | gouvernement de Beiyang | Jiangnan | Jiangnandong Lu | Nanzhili | République populaire de Chine | dynastie Qing | dynastie Song du Nord | Song méridionaux | dynastie Ming"
China/Qing context,http://www.wikidata.org/entity/Q67933018,Q67933018,Lüyuan Li,birth_place,Q807063,xian de Baofeng,Q148 | Q814959 | Q8733 | Q9903,People's Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q148 | Q319460 | Q5066 | Q7313 | Q7405 | Q814959 | Q865 | Q8733 | Q9903,République populaire de Chine | dynastie Song du Nord | dynastie Jin | dynastie Yuan en Chine | dynastie Sui | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q148 | Q319460 | Q5066 | Q7313 | Q7405 | Q814959 | Q865 | Q8733 | Q9903,République populaire de Chine | dynastie Song du Nord | dynastie Jin | dynastie Yuan en Chine | dynastie Sui | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q404116 | Q15933077 | Q9574863 | Q17163724 | Q11550555 | Q43684 | Q19855977 | Q11141551 | Q10909276 | Q148 | Q9903 | Q11141571,Pingdingshan | Q15933077 | Henan | Ruzhou Zhilizhou | Ruzhou | Nanyang Fu | République populaire de Chine | dynastie Ming | Henan Jiangbei province
China/Qing context,http://www.wikidata.org/entity/Q3286961,Q3286961,Manuel de Figueiredo,birth_place,Q14773,Macao,Q148,People's Republic of China,Q148 | Q200464,République populaire de Chine | Empire colonial portugais,Q148,République populaire de Chine,Q148 | Q200464,République populaire de Chine | Empire colonial portugais,Q148,République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q45499909,Q45499909,Mao Xiuhui,birth_place,Q10940997,Taicang Zhilizhou,Q8733 | Q9903,Qing dynasty | Ming dynasty,Q8733,dynastie Qing,Q8733 | Q9903,dynastie Qing | dynastie Ming,Q8733 | Q9903,dynastie Qing | dynastie Ming,Q17163651 | Q28411809 | Q11133842 | Q10908774 | Q8733 | Q9903,préfecture de Suzhou | Jiangsu | Jiangnan | Nanzhili | dynastie Qing | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q313322,Q313322,Nguyễn Du,death_place,Q36167,Huế,Q148,People's Republic of China,Q881 | Q185682 | Q701337 | Q6500483,Vietnam | Indochine française | Empire du Viêt Nam | dynastie Nguyen,Q148 | Q424 | Q819 | Q881,République populaire de Chine | Cambodge | Laos | Vietnam,Q148 | Q185682 | Q424 | Q6500483 | Q701337 | Q819 | Q881,République populaire de Chine | Indochine française | Cambodge | dynastie Nguyen | Empire du Viêt Nam | Laos | Vietnam,Q36399 | Q881 | Q185682,Huế | Vietnam | Indochine française
China/Qing context,http://www.wikidata.org/entity/Q135657925,Q135657925,Q135657925,residence,Q46541136,Wujin County,Q13426199 | Q148 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q13426199 | Q148 | Q8733 | Q9903 | Q7462 | Q7313 | Q9683,république de Chine | République populaire de Chine | dynastie Qing | dynastie Ming | dynastie Song | dynastie Yuan en Chine | dynastie Tang,Q1147043 | Q13426199 | Q319460 | Q7313 | Q7405 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Sui | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q1147043 | Q13426199 | Q148 | Q319460 | Q7313 | Q7405 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Sui | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q11625189 | Q46557178 | Q11060360 | Q10280034 | Q10279946 | Q9573865 | Q28411809 | Q11133842 | Q10908774 | Q10891838 | Q5966179 | Q865 | Q814959 | Q8733 | Q9903 | Q319460 | Q1147043,"Q11625189 | Q46557178 | Changzhou Fu | Changzhou Lu | Chang Prefecture | province du Jiangsu, République de Chine | Jiangsu | Jiangnan | Nanzhili | Liang zhe xi lu | Jiangnan Circuit | Taïwan | gouvernement de Beiyang | dynastie Qing | dynastie Ming | dynastie Song du Nord | Song méridionaux"
China/Qing context,http://www.wikidata.org/entity/Q138456276,Q138456276,Q138456276,birth_place,Q113492294,She County (Anhui),Q148 | Q8733 | Q9903,People's Republic of China | Qing dynasty | Ming dynasty,Q8733 | Q9903 | Q7313 | Q7462 | Q9683,dynastie Qing | dynastie Ming | dynastie Yuan en Chine | dynastie Song | dynastie Tang,Q1147043 | Q148 | Q319460 | Q7313 | Q7405 | Q7462 | Q8733 | Q9683 | Q9903,Song méridionaux | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Sui | dynastie Song | dynastie Qing | dynastie Tang | dynastie Ming,Q1147043 | Q148 | Q319460 | Q7313 | Q7405 | Q7462 | Q8733 | Q9683 | Q9903,Song méridionaux | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Sui | dynastie Song | dynastie Qing | dynastie Tang | dynastie Ming,Q11071942 | Q11071944 | Q10366805 | Q28411808 | Q11133842 | Q10908774 | Q11133766 | Q5966179 | Q8733 | Q9903 | Q319460 | Q1147043,Huizhou Fu | Huizhou Lu | Shezhou | Anhui | Jiangnan | Nanzhili | Jiangnandong Lu | Jiangnan Circuit | dynastie Qing | dynastie Ming | dynastie Song du Nord | Song méridionaux
China/Qing context,http://www.wikidata.org/entity/Q17003066,Q17003066,Q17003066,birth_place,Q16572,Canton,Q13426199 | Q148 | Q8733,Republic of China | People's Republic of China | Qing dynasty,Q148,République populaire de Chine,Q13426199 | Q148 | Q8733,république de Chine | République populaire de Chine | dynastie Qing,Q13426199 | Q148 | Q8733,république de Chine | République populaire de Chine | dynastie Qing,Q15175 | Q9574619 | Q148,Guangdong | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q17164507,Q17164507,Q17164507,birth_place,Q3092999,Xian de Wu,Q13426199 | Q148 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148 | Q13426199 | Q8733 | Q9903 | Q7462 | Q7313 | Q9683,République populaire de Chine | république de Chine | dynastie Qing | dynastie Ming | dynastie Song | dynastie Yuan en Chine | dynastie Tang,Q1147043 | Q13426199 | Q319460 | Q7313 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q1147043 | Q13426199 | Q148 | Q319460 | Q7313 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q30941237 | Q11625189 | Q46557178 | Q17163651 | Q11061092 | Q113651241 | Q9573865 | Q28411809 | Q11133842 | Q10908774 | Q10891838 | Q5966179 | Q865 | Q814959 | Q8733 | Q9903 | Q319460 | Q1147043,"Q30941237 | Q11625189 | Q46557178 | préfecture de Suzhou | Pingjiang Lu | Su Zhou | province du Jiangsu, République de Chine | Jiangsu | Jiangnan | Nanzhili | Liang zhe xi lu | Jiangnan Circuit | Taïwan | gouvernement de Beiyang | dynastie Qing | dynastie Ming | dynastie Song du Nord | Song méridionaux"
China/Qing context,http://www.wikidata.org/entity/Q19133,Q19133,Qianlong,birth_place,Q956,Pékin,Q13426199 | Q148 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Provisional Government of the Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148 | Q13426199 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,République populaire de Chine | république de Chine | Gouvernement national réorganisé de la République de Chine | gouvernement provisoire de la république de Chine | gouvernement de Beiyang | dynastie Qing | dynastie Ming,Q148,République populaire de Chine,Q13426199 | Q148 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,république de Chine | République populaire de Chine | Gouvernement national réorganisé de la République de Chine | gouvernement provisoire de la république de Chine | gouvernement de Beiyang | dynastie Qing | dynastie Ming,Q148 | Q7313 | Q8733 | Q9903,République populaire de Chine | dynastie Yuan en Chine | dynastie Qing | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q19133,Q19133,Qianlong,death_place,Q956,Pékin,Q13426199 | Q148 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Provisional Government of the Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148 | Q13426199 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,République populaire de Chine | république de Chine | Gouvernement national réorganisé de la République de Chine | gouvernement provisoire de la république de Chine | gouvernement de Beiyang | dynastie Qing | dynastie Ming,Q148,République populaire de Chine,Q13426199 | Q148 | Q696242 | Q704714 | Q814959 | Q8733 | Q9903,république de Chine | République populaire de Chine | Gouvernement national réorganisé de la République de Chine | gouvernement provisoire de la république de Chine | gouvernement de Beiyang | dynastie Qing | dynastie Ming,Q148 | Q7313 | Q8733 | Q9903,République populaire de Chine | dynastie Yuan en Chine | dynastie Qing | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q45498997,Q45498997,Qu Fenghui,birth_place,Q112030507,Pinghu County,Q8733 | Q9903,Qing dynasty | Ming dynasty,Q9903 | Q8733,dynastie Ming | dynastie Qing,Q8733 | Q9903,dynastie Qing | dynastie Ming,Q8733 | Q9903,dynastie Qing | dynastie Ming,Q10923948 | Q28411084 | Q11148748 | Q10908774 | Q8733 | Q9903,Jiaxing Fu | Zhejiang | Nanzhili | dynastie Qing | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q45709289,Q45709289,Qu Jizhong,birth_place,Q46536593,Changshu County,Q13426199 | Q148 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148 | Q13426199 | Q9903 | Q8733 | Q7462 | Q9683,République populaire de Chine | république de Chine | dynastie Ming | dynastie Qing | dynastie Song | dynastie Tang,Q1147043 | Q13426199 | Q319460 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | dynastie Song du Nord | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q1147043 | Q13426199 | Q148 | Q319460 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | République populaire de Chine | dynastie Song du Nord | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q30941237 | Q11625189 | Q46557178 | Q17163651 | Q113651241 | Q9573865 | Q28411809 | Q11133842 | Q10908774 | Q10891838 | Q5966179 | Q865 | Q814959 | Q8733 | Q9903 | Q319460 | Q1147043,"Q30941237 | Q11625189 | Q46557178 | préfecture de Suzhou | Su Zhou | province du Jiangsu, République de Chine | Jiangsu | Jiangnan | Nanzhili | Liang zhe xi lu | Jiangnan Circuit | Taïwan | gouvernement de Beiyang | dynastie Qing | dynastie Ming | dynastie Song du Nord | Song méridionaux"
China/Qing context,http://www.wikidata.org/entity/Q716358,Q716358,Ruan Yuan,birth_place,Q1375588,Yizheng,Q13426199 | Q148 | Q696242 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Beiyang Government | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q13426199 | Q148 | Q188712 | Q814959 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | empire du Japon | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q13426199 | Q148 | Q188712 | Q814959 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | empire du Japon | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q57906 | Q10297076 | Q10379930 | Q696242 | Q708865 | Q9573865 | Q11076179 | Q16963 | Q15941713 | Q865 | Q814959 | Q28411809 | Q11133842 | Q10908774 | Q148 | Q8733 | Q9903,"Yangzhou | Q10297076 | Q10379930 | Gouvernement national réorganisé de la République de Chine | Gouvernement réformé de la république de Chine | province du Jiangsu, République de Chine | Jiangsu | Subei Administrative Office District | Taïwan | gouvernement de Beiyang | Jiangnan | Nanzhili | République populaire de Chine | dynastie Qing | dynastie Ming"
China/Qing context,http://www.wikidata.org/entity/Q716358,Q716358,Ruan Yuan,death_place,Q1375588,Yizheng,Q13426199 | Q148 | Q696242 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Beiyang Government | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q13426199 | Q148 | Q188712 | Q814959 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | empire du Japon | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q13426199 | Q148 | Q188712 | Q814959 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | empire du Japon | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q57906 | Q10297076 | Q10379930 | Q696242 | Q708865 | Q9573865 | Q11076179 | Q16963 | Q15941713 | Q865 | Q814959 | Q28411809 | Q11133842 | Q10908774 | Q148 | Q8733 | Q9903,"Yangzhou | Q10297076 | Q10379930 | Gouvernement national réorganisé de la République de Chine | Gouvernement réformé de la république de Chine | province du Jiangsu, République de Chine | Jiangsu | Subei Administrative Office District | Taïwan | gouvernement de Beiyang | Jiangnan | Nanzhili | République populaire de Chine | dynastie Qing | dynastie Ming"
China/Qing context,http://www.wikidata.org/entity/Q111089095,Q111089095,Shah Mahmud Churas,birth_place,Q857618,xian de Yarkand,Q13426199 | Q148 | Q8733,Republic of China | People's Republic of China | Qing dynasty,Q148 | Q1188459 | Q13426199 | Q8733,République populaire de Chine | Khanat de Yarkand | république de Chine | dynastie Qing,Q13426199 | Q148 | Q8733,république de Chine | République populaire de Chine | dynastie Qing,Q1188459 | Q13426199 | Q148 | Q8733,Khanat de Yarkand | république de Chine | République populaire de Chine | dynastie Qing,Q739890 | Q9657827 | Q10506509 | Q11083808 | Q15908308 | Q34800 | Q15905170 | Q13426199 | Q8733 | Q148,préfecture de Kachgar | Q9657827 | Q10506509 | province du Xinjiang sous la république de Chine | Province du Xinjiang (Dynastie Qing) | Xinjiang | Province du Xinjiang (république populaire de Chine) | république de Chine | dynastie Qing | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q111089095,Q111089095,Shah Mahmud Churas,death_place,Q857618,xian de Yarkand,Q13426199 | Q148 | Q8733,Republic of China | People's Republic of China | Qing dynasty,Q148 | Q1188459 | Q13426199 | Q8733,République populaire de Chine | Khanat de Yarkand | république de Chine | dynastie Qing,Q13426199 | Q148 | Q8733,république de Chine | République populaire de Chine | dynastie Qing,Q1188459 | Q13426199 | Q148 | Q8733,Khanat de Yarkand | république de Chine | République populaire de Chine | dynastie Qing,Q739890 | Q9657827 | Q10506509 | Q11083808 | Q15908308 | Q34800 | Q15905170 | Q13426199 | Q8733 | Q148,préfecture de Kachgar | Q9657827 | Q10506509 | province du Xinjiang sous la république de Chine | Province du Xinjiang (Dynastie Qing) | Xinjiang | Province du Xinjiang (république populaire de Chine) | république de Chine | dynastie Qing | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q2536277,Q2536277,Shen Fu,birth_place,Q42622,Suzhou,Q148,People's Republic of China,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine,Q16963 | Q15935618 | Q17007209 | Q148,Jiangsu | Q15935618 | Southern Jiangsu Administrative Office District | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q3893571,Q3893571,Shen Qingrui,birth_place,Q42622,Suzhou,Q148,People's Republic of China,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine,Q16963 | Q15935618 | Q17007209 | Q148,Jiangsu | Q15935618 | Southern Jiangsu Administrative Office District | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q16076696,Q16076696,Shuyu Niu,birth_place,Q3092999,Xian de Wu,Q13426199 | Q148 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Beiyang Government | Qing dynasty | Ming dynasty,Q148 | Q13426199 | Q8733 | Q9903 | Q7462 | Q7313 | Q9683,République populaire de Chine | république de Chine | dynastie Qing | dynastie Ming | dynastie Song | dynastie Yuan en Chine | dynastie Tang,Q1147043 | Q13426199 | Q319460 | Q7313 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q1147043 | Q13426199 | Q148 | Q319460 | Q7313 | Q7462 | Q814959 | Q865 | Q8733 | Q9683 | Q9903,Song méridionaux | république de Chine | République populaire de Chine | dynastie Song du Nord | dynastie Yuan en Chine | dynastie Song | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Tang | dynastie Ming,Q30941237 | Q11625189 | Q46557178 | Q17163651 | Q11061092 | Q113651241 | Q9573865 | Q28411809 | Q11133842 | Q10908774 | Q10891838 | Q5966179 | Q865 | Q814959 | Q8733 | Q9903 | Q319460 | Q1147043,"Q30941237 | Q11625189 | Q46557178 | préfecture de Suzhou | Pingjiang Lu | Su Zhou | province du Jiangsu, République de Chine | Jiangsu | Jiangnan | Nanzhili | Liang zhe xi lu | Jiangnan Circuit | Taïwan | gouvernement de Beiyang | dynastie Qing | dynastie Ming | dynastie Song du Nord | Song méridionaux"
China/Qing context,http://www.wikidata.org/entity/Q45700515,Q45700515,Song Mingqiong,birth_place,Q1336081,xian de Fengxin,Q13426199 | Q148 | Q8733 | Q9903,Republic of China | People's Republic of China | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q13426199 | Q148 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | Taïwan | dynastie Qing | dynastie Ming,Q13426199 | Q148 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | Taïwan | dynastie Qing | dynastie Ming,Q363326 | Q20063193 | Q15934996 | Q19852006 | Q3497063 | Q6850149 | Q57052 | Q24831157 | Q11135247 | Q148 | Q9903,Yichun | Q20063193 | Q15934996 | Q19852006 | Jiangxi | Nanchang Fu | République populaire de Chine | dynastie Ming
China/Qing context,http://www.wikidata.org/entity/Q7638672,Q7638672,Sun Zhu,birth_place,Q42651,Wuxi,Q13426199 | Q148 | Q696242 | Q814959 | Q8733 | Q9903,Republic of China | People's Republic of China | Wang Jingwei regime | Beiyang Government | Qing dynasty | Ming dynasty,Q148,République populaire de Chine,Q13426199 | Q148 | Q188712 | Q814959 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | empire du Japon | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q13426199 | Q148 | Q188712 | Q814959 | Q865 | Q8733 | Q9903,république de Chine | République populaire de Chine | empire du Japon | gouvernement de Beiyang | Taïwan | dynastie Qing | dynastie Ming,Q16963 | Q17007209 | Q9573865 | Q696242 | Q708865 | Q11060360 | Q148 | Q865 | Q814959 | Q28411809 | Q11133842 | Q10908774 | Q8733 | Q9903,"Jiangsu | Southern Jiangsu Administrative Office District | province du Jiangsu, République de Chine | Gouvernement national réorganisé de la République de Chine | Gouvernement réformé de la république de Chine | Changzhou Fu | République populaire de Chine | Taïwan | gouvernement de Beiyang | Jiangnan | Nanzhili | dynastie Qing | dynastie Ming"
China/Qing context,http://www.wikidata.org/entity/Q45517655,Q45517655,Tan Guangyao,birth_place,Q416544,Changde,Q148,People's Republic of China,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine,Q45761 | Q148,Hunan | République populaire de Chine
China/Qing context,http://www.wikidata.org/entity/Q10922985,Q10922985,Tang Ying,birth_place,Q11720,Shenyang,Q13426199 | Q148 | Q814959 | Q8733,Republic of China | People's Republic of China | Beiyang Government | Qing dynasty,Q148 | Q30623,République populaire de Chine | Mandchoukouo,Q13426199 | Q148 | Q30623 | Q814959 | Q865 | Q8733,république de Chine | République populaire de Chine | Mandchoukouo | gouvernement de Beiyang | Taïwan | dynastie Qing,Q13426199 | Q148 | Q30623 | Q814959 | Q865 | Q8733,république de Chine | République populaire de Chine | Mandchoukouo | gouvernement de Beiyang | Taïwan | dynastie Qing,Q43934 | Q148 | Q13426199 | Q697544 | Q4272684 | Q25390008 | Q10054424 | Q8733 | Q30623,Liaoning | République populaire de Chine | république de Chine | Fengtien | Fengtian | Mukden | dynastie Qing | Mandchoukouo
China/Qing context,http://www.wikidata.org/entity/Q1155621,Q1155621,Thì Nhậm Ngô,death_place,Q36167,Huế,Q148,People's Republic of China,Q881 | Q185682 | Q701337 | Q6500483,Vietnam | Indochine française | Empire du Viêt Nam | dynastie Nguyen,Q148 | Q424 | Q819 | Q881,République populaire de Chine | Cambodge | Laos | Vietnam,Q148 | Q185682 | Q424 | Q6500483 | Q701337 | Q819 | Q881,République populaire de Chine | Indochine française | Cambodge | dynastie Nguyen | Empire du Viêt Nam | Laos | Vietnam,Q36399 | Q881 | Q185682,Huế | Vietnam | Indochine française
China/Qing context,http://www.wikidata.org/entity/Q11098018,Q11098018,Tiaoyuan Li,birth_place,Q19770,Sichuan,Q148,People's Republic of China,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine,Q148,République populaire de Chine
